Source,company,Headline,Date
The Economic Times,MSFT,Microsoft founder Bill Gates explores the making of his internal operating system in new memoir,"03 Feb, 2025, 06.57 PM IST"
The Economic Times,MSFT,"How helpful is Operator, OpenAI's new AI agent?","02 Feb, 2025, 09.17 AM IST"
The Economic Times,MSFT,Taboola expands advertising partnership with Microsoft,"20 Mar, 2025, 10.47 AM IST"
The Economic Times,MSFT,Microsoft to lay off small part of workforce based on performance: report,"09 Jan, 2025, 12.26 PM IST"
The Economic Times,MSFT,Microsoft launches Copilot Chat for businesses to boost AI adoption,"15 Jan, 2025, 07.48 PM IST"
The Economic Times,MSFT,"Microsoft, turning 50, dials up Copilot actions to stay in AI game","04 Apr, 2025, 11.59 PM IST"
The Economic Times,MSFT,Microsoft's AI division head wants to create a lasting relationship between chatbots and their users,"04 Apr, 2025, 11.42 PM IST"
The Economic Times,MSFT,AI to write 95% of code in five years: Microsoft CTO Kevin Scott,"04 Apr, 2025, 06.43 PM IST"
The Economic Times,MSFT,Bill Gates on Elon Musk: I admire a lot of what he has done,"26 Jan, 2025, 09.08 AM IST"
The Economic Times,MSFT,Bill Gates reveals the coolest code of his life that started Microsoft's 50-year journey in computing—you can download it too,"03 Apr, 2025, 11.14 AM IST"
The Economic Times,MSFT,Satya Nadella definitely has the money: Musk continues attack on Stargate project,"23 Jan, 2025, 05.45 PM IST"
The Economic Times,MSFT,When Satya Nadella said he should visit his alma mater,"11 Jan, 2025, 06.32 PM IST"
The Economic Times,MSFT,"Elon Musk reacts to SoftBank-OpenAI’s $500 billion AI project, says ‘they don’t have the money’","23 Jan, 2025, 04.11 PM IST"
The Economic Times,MSFT,LinkedIn appoints Deepak Agarwal as chief AI officer,"22 Jan, 2025, 01.28 PM IST"
The Economic Times,MSFT,"Microsoft, IndiaAI join hands to train 5 lakh individuals on AI by 2026, set up productivity labs","09 Jan, 2025, 08.49 AM IST"
The Economic Times,MSFT,"Exclusive Q&A: We in the US don't take anything for granted, we need to compete, innovate: Microsoft CEO Satya Nadella","08 Jan, 2025, 10.51 AM IST"
The Economic Times,MSFT,"A(I) rich harvest: Maharashtra farmer cuts costs, boosts yield with real-time insights","01 Apr, 2025, 06.00 AM IST"
The Economic Times,MSFT,Tech sector's energy transition draws attention at Vegas show,"12 Jan, 2025, 07.27 AM IST"
The Economic Times,MSFT,"Microsoft announces $3 billion investment in India, to train 10 million in AI skills","07 Jan, 2025, 03.31 PM IST"
The Economic Times,MSFT,"Elon Musk asks state AGs to auction off OpenAI stake in nonprofit restructuring, sources say","10 Jan, 2025, 11.27 AM IST"
The Economic Times,MSFT,US utilities grapple with Big Tech's massive power demands for data centers,"07 Apr, 2025, 04.56 PM IST"
The Economic Times,MSFT,"Weight loss drugs better than yoga, exercise? Bill Gates says meds more effective than lifestyle changes","07 Apr, 2025, 12.07 PM IST"
The Economic Times,MSFT,'Is loneliness driving Bengaluru techies towards becoming auto drivers': TedX speaker's LinkedIn post goes viral,"07 Apr, 2025, 11.12 AM IST"
The Economic Times,MSFT,'I am a nepo baby... but not just that': Bill Gates’ daughter Phoebe gets candid about the pressure behind the privilege,"06 Apr, 2025, 10.23 PM IST"
The Economic Times,MSFT,"Microsoft is this industry’s no. 1 fan. Others should be, too","29 Mar, 2025, 09.36 AM IST"
The Economic Times,MSFT,Bill Gates in India: When Microsoft founder got candid with IIT Delhi students | Rewind 2024,"20 Dec, 2024, 11.00 PM IST"
The Economic Times,MSFT,Social media companies face global tug-of-war over free speech,"02 Jan, 2025, 08.59 AM IST"
The Economic Times,MSFT,Tech layoffs in 2024: The year that saw big tech job cuts surge,"02 Jan, 2025, 08.22 AM IST"
The Economic Times,MSFT,"OpenAI copyright lawsuits from New York Times, authors consolidated in Manhattan","04 Apr, 2025, 01.04 PM IST"
The Economic Times,MSFT,Google asks FTC to break up Microsoft's cloud deal with OpenAI: report,"11 Dec, 2024, 07.52 AM IST"
The Economic Times,MSFT,Nintendo Switch 2: See complete lineup of new and enhanced games to release on new console,"03 Apr, 2025, 08.25 PM IST"
The Economic Times,MSFT,Musk’s xAI joins Microsoft-BlackRock $30 billion AI fund,"19 Mar, 2025, 10.12 PM IST"
The Economic Times,MSFT,Financial superapp Abound raises $14 million from Near Foundation and others,"03 Apr, 2025, 06.01 AM IST"
The Economic Times,MSFT,"Google, Amazon & Microsoft have a word of warning for their H-1B visa staff","02 Apr, 2025, 11.48 AM IST"
The Economic Times,MSFT,Forget 70 hour work-week. Why Bill Gates thinks a 2-day work week is coming in next 10 years,"02 Apr, 2025, 11.00 AM IST"
The Economic Times,MSFT,Trump's new tariffs test Apple's global supply chain,"03 Apr, 2025, 09.31 AM IST"
The Economic Times,MSFT,Why did Google ask FTC to nix Microsoft-OpenAI pact,"12 Dec, 2024, 06.00 AM IST"
The Economic Times,MSFT,Elon Musk shares report on Microsoft testing OpenAI alternatives,"08 Mar, 2025, 01.40 PM IST"
The Economic Times,MSFT,Bill Gates reveals names of four Indians he would love to have dinner with,"02 Apr, 2025, 03.02 PM IST"
The Economic Times,MSFT,Microsoft unveils new taskbar UI and keyboard shortcut for Copilot on Windows,"11 Dec, 2024, 04.05 PM IST"
The Economic Times,MSFT,Microsoft faces wide-ranging US antitrust probe,"28 Nov, 2024, 07.44 AM IST"
The Economic Times,MSFT,Trump to hold meeting on possible investors to buy TikTok with possible ban at stake,"02 Apr, 2025, 08.33 AM IST"
The Economic Times,MSFT,India one of Microsoft’s fastest growing markets: Microsoft AI CEO,"06 Nov, 2024, 08.48 PM IST"
The Economic Times,MSFT,SoftwareOne to buy Norway's Crayon in $1.4 billion Microsoft-focused takeover,"20 Dec, 2024, 01.41 PM IST"
The Economic Times,MSFT,"Microsoft works to add non-OpenAI models into 365 Copilot products, sources say","24 Dec, 2024, 12.33 AM IST"
The Economic Times,MSFT,Meet Chennai techie set to guide Trump on all things AI tech,"24 Dec, 2024, 06.00 AM IST"
The Economic Times,MSFT,Apple approaches $4 trillion valuation as investors bet on AI momentum,"23 Dec, 2024, 08.13 PM IST"
The Economic Times,MSFT,A new star in the AI constellation,"30 Mar, 2025, 10.24 PM IST"
The Economic Times,MSFT,‘We weren’t born to do jobs’: Bill Gates on AI’s impact on work,"30 Mar, 2025, 03.15 PM IST"
The Economic Times,MSFT,Is Outlook down? Thousands of Microsoft 365 users report outage issues,"25 Nov, 2024, 11.33 PM IST"
The Economic Times,MSFT,Elon Musk teases Xmail against ‘rival’ Gmail; Worst nightmare for Google & Microsoft?,"17 Dec, 2024, 09.47 PM IST"
The Economic Times,MSFT,"This smart LinkedIn trick helped a tech CEO land job offers at Meta, Microsoft & Google; here’s how you can use it too","29 Mar, 2025, 10.58 PM IST"
The Economic Times,MSFT,"Nvidia has lost $1 trillion in market value since January, is AI losing its mojo? Here’s what’s behind the drop","29 Mar, 2025, 06.55 PM IST"
The Economic Times,MSFT,Microsoft develops AI model for videogames,"19 Feb, 2025, 09.47 PM IST"
The Economic Times,MSFT,"Microsoft down! Massive outage strands users without email, apps","02 Mar, 2025, 08.29 AM IST"
The Economic Times,MSFT,How AI is changing the way the world builds computers,"29 Mar, 2025, 07.44 AM IST"
The Economic Times,MSFT,OpenAI seeks to unlock investment by ditching 'AGI' clause with Microsoft,"06 Dec, 2024, 06.19 PM IST"
The Economic Times,MSFT,SaaS-ination? AI may be threatening traditional SaaS model,"07 Apr, 2025, 11.55 AM IST"
The Economic Times,MSFT,"CoreWeave’s $23 billion IPO: A risky bet or AI’s next big opportunity? Can the Nvidia-backed AI cloud giant overcome market volatility, Microsoft dependence, and financial challenges?","28 Mar, 2025, 06.11 PM IST"
The Economic Times,MSFT,Widespread Microsoft outage takes email and video conferencing offline,"26 Nov, 2024, 10.29 AM IST"
The Economic Times,MSFT,Ireland fines Meta $263 million over Facebook hacks,"17 Dec, 2024, 08.42 PM IST"
The Economic Times,MSFT,"AI will cut your workweek to 2 days, says Bill Gates—but warns it may shrink your paycheck too!","28 Mar, 2025, 12.11 AM IST"
The Economic Times,MSFT,"Hurun Global Rich List 2025: Tech rules with Musk, Bezos, Zuckerberg leading wealth rankings","28 Mar, 2025, 06.29 PM IST"
The Economic Times,MSFT,What the rise of clean energy looks like from space,"27 Mar, 2025, 10.01 AM IST"
The Economic Times,MSFT,Judge allows newspaper copyright lawsuit against OpenAI to proceed,"27 Mar, 2025, 07.44 AM IST"
The Economic Times,MSFT,Economy and effects of Covid may delay India’s developer growth pace: GitHub CEO,"24 Nov, 2024, 04.14 PM IST"
The Economic Times,MSFT,"Microsoft is planning to launch a free version of Office, but there is a catch. Here is all you need to know","25 Feb, 2025, 07.31 PM IST"
The Economic Times,MSFT,"Major cloud providers could get key role in AI chip access outside the US, sources say","14 Dec, 2024, 10.20 AM IST"
The Economic Times,MSFT,US tech firms dominate H-1B approvals as Trump sends mixed signals on visas,"26 Mar, 2025, 06.39 PM IST"
The Economic Times,MSFT,"Emboldened by Donald Trump, artificial intelligence companies lobby for fewer rules","25 Mar, 2025, 08.09 AM IST"
The Economic Times,MSFT,"OpenAI COO to spearhead global growth, partnerships in expanded role, Sam Altman says","25 Mar, 2025, 12.09 AM IST"
The Economic Times,MSFT,US adds export restrictions to more Chinese tech firms over security concerns,"26 Mar, 2025, 08.24 AM IST"
The Economic Times,MSFT,Biden administration sprints to tie up tech loose ends,"11 Dec, 2024, 08.11 AM IST"
The Economic Times,MSFT,US FTC plans to investigate Microsoft's cloud business,"15 Nov, 2024, 10.02 AM IST"
The Economic Times,MSFT,"NIT Trichy graduate worth Rs 9,000 crore alleges wife of harassment. Who is Prasanna Sarkar?","24 Mar, 2025, 12.39 PM IST"
The Economic Times,MSFT,Oracle misses quarterly results estimates on stiff cloud competition,"10 Dec, 2024, 10.10 AM IST"
The Economic Times,MSFT,Nordics' efficient energy infrastructure ideal for Microsoft's data centre expansion,"07 Mar, 2025, 10.38 PM IST"
The Economic Times,MSFT,"After Google's Willow, Microsoft unveils quantum chip 'Majorana 1'- powered by new state of matter: 10 points","20 Feb, 2025, 03.12 PM IST"
The Economic Times,MSFT,Microsoft to shut Skype 14 years after it bought the iconic internet calling and chat service for $8.5 billion: 10 things you need to know,"01 Mar, 2025, 12.11 AM IST"
The Economic Times,MSFT,Apple sued for failing to curtail child sexual abuse material on iCloud,"09 Dec, 2024, 08.24 AM IST"
The Economic Times,MSFT,Microsoft to invest $300 million more in South Africa's AI infrastructure,"07 Mar, 2025, 08.22 AM IST"
The Economic Times,MSFT,Microsoft's Bill Gates reveals why he won't share his hard-earned wealth with his kids,"02 Apr, 2025, 10.43 AM IST"
The Economic Times,MSFT,Microsoft developing AI reasoning models to compete with OpenAI: Report,"07 Mar, 2025, 08.11 PM IST"
The Economic Times,MSFT,"Microsoft rebrands Office suite to Microsoft 365 Copilot, emphasising AI","22 Jan, 2025, 01.40 PM IST"
The Economic Times,MSFT,Meta pushes zero-carbon energy strategy with solar deal,"05 Dec, 2024, 11.53 PM IST"
The Economic Times,MSFT,Tata Electronics takes a page from Foxconn’s book to go beyond Apple,"05 Dec, 2024, 06.00 AM IST"
The Economic Times,MSFT,Vikas Khemani on key triggers that will shape the market’s next big move,"21 Mar, 2025, 12.08 PM IST"
The Economic Times,MSFT,UK to publish provisional report on cloud computing in January,"04 Dec, 2024, 06.07 PM IST"
The Economic Times,MSFT,AI model training on copyrighted data needs public review: Industry,"21 Mar, 2025, 06.00 AM IST"
The Economic Times,MSFT,"Infosys, Microsoft expand partnership to boost adoption of Microsoft Cloud, GenAI","09 Oct, 2024, 07.47 PM IST"
The Economic Times,MSFT,Bill Gates tries his hand at pesticide sprayer made by startup to ease farmers' woes,"20 Mar, 2025, 10.54 AM IST"
The Economic Times,MSFT,"Third Eye: Baby buzz in CPI-M circles, ‘Harvard Kumar,’ and Gates meeting ministers","19 Mar, 2025, 11.44 PM IST"
The Economic Times,MSFT,India must evolve from services to product nation: Ashwini Vaishnaw,"21 Mar, 2025, 06.00 AM IST"
The Economic Times,MSFT,"Bill Gates, PM Modi discuss AI, healthcare, agriculture collaboration","19 Mar, 2025, 01.46 PM IST"
The Economic Times,MSFT,"Bill Gates amazed by India's rise, says didn't think it would be achieved so quickly","19 Mar, 2025, 11.37 AM IST"
The Economic Times,MSFT,Bill Gates regrets becoming Microsoft CEO before completing his Harvard education. 'Loved having smart people around',"19 Feb, 2025, 09.23 PM IST"
The Economic Times,MSFT,"Amazon layoffs: 14,000 managerial roles to go in restructuring push | Report","20 Mar, 2025, 01.48 PM IST"
The Economic Times,MSFT,Microsoft pitches AI 'agents' that can perform tasks on their own at Ignite 2024,"20 Nov, 2024, 08.06 AM IST"
The Economic Times,MSFT,Big Tech's data center boom poses new risk to US grid operators,"20 Mar, 2025, 08.39 AM IST"
The Economic Times,MSFT,Google buys cybersecurity firm Wiz for $32 billion: Here are other big acquisitions by Alphabet,"18 Mar, 2025, 08.21 PM IST"
The Economic Times,MSFT,Melinda Gates breaks silence on Bill Gates calling their divorce a ‘mistake’—What really led to their split and where they stand now?,"18 Mar, 2025, 08.20 PM IST"
The Economic Times,MSFT,Another exit at OpenAI: VP of research for post-training leaves to start own AI firm,"18 Mar, 2025, 06.28 PM IST"
The Economic Times,MSFT,"Andhra Pradesh CM N Chandrababu Naidu to visit New Delhi for wedding reception, meeting with Bill Gates","18 Mar, 2025, 01.51 PM IST"
The Economic Times,MSFT,Alphabet's $32 billion Wiz deal promises windfall for VC backers,"19 Mar, 2025, 08.22 AM IST"
The Economic Times,MSFT,Bill Gates' awkward prom rejection: Tech tycoon spills secrets of teenage heartbreak and being friend-zoned in new memoir,"28 Feb, 2025, 06.30 PM IST"
The Economic Times,MSFT,Becoming AI-first nation key to achieving India’s developed economy goal: Microsoft India president Puneet Chandok,"21 Feb, 2025, 10.04 PM IST"
The Economic Times,MSFT,Big tech stocks at cheapest in months,"17 Mar, 2025, 05.42 AM IST"
The Economic Times,MSFT,"Alphabet back in talks to buy Israel's Wiz for over $30 billion, source says","18 Mar, 2025, 08.02 AM IST"
The Economic Times,MSFT,Thailand approves $2.7 billion of investments in data centres and cloud services,"17 Mar, 2025, 12.13 PM IST"
The Economic Times,MSFT,Emerging details of Chinese hack leave US officials increasingly concerned,"23 Nov, 2024, 11.41 PM IST"
The Economic Times,MSFT,Microsoft and OpenAI 'bromance' begins to fray,"19 Oct, 2024, 03.50 PM IST"
The Economic Times,MSFT,Microsoft's quarterly revenue is up 16% to $65.6 billion,"31 Oct, 2024, 08.11 AM IST"
The Economic Times,MSFT,"Nvidia tops Q3 on strong AI demand, but slowing growth hits stock","21 Nov, 2024, 05.22 PM IST"
The Economic Times,MSFT,Qcomm’s summer prep; Microsoft’s quantum leap,"21 Feb, 2025, 07.34 AM IST"
The Economic Times,MSFT,"US regulators seek to break up Google, forcing Chrome sale as part of monopoly punishment","21 Nov, 2024, 12.15 PM IST"
The Economic Times,MSFT,Elon Musk reacts to AI-powered farming in India as Satya Nadella shares viral video. Watch,"24 Feb, 2025, 06.17 PM IST"
The Economic Times,MSFT,Microsoft's AI demand under scrutiny as investors seek payday,"28 Oct, 2024, 04.17 PM IST"
The Economic Times,MSFT,"News Corp sued by Brave Software, a Google search engine rival","14 Mar, 2025, 08.30 AM IST"
The Economic Times,MSFT,Inside Google's investment in the AI startup Anthropic,"12 Mar, 2025, 08.01 AM IST"
The Economic Times,MSFT,"FCC Commissioner Carr writes to Big Tech, accuses them of forming “censorship cartel”","15 Nov, 2024, 10.30 PM IST"
The Economic Times,MSFT,Bold claims without concrete evidence: Did Microsoft's Satya Nadella announce quantum computing breakthrough with key evidence missing? Here's what experts are saying,"21 Feb, 2025, 09.46 PM IST"
The Economic Times,MSFT,Microsoft to launch 'responsible AI' foundation in Abu Dhabi,"10 Feb, 2025, 07.38 AM IST"
The Economic Times,MSFT,OpenAI's weekly active users surpass 400 million,"20 Feb, 2025, 09.08 PM IST"
The Economic Times,MSFT,Trump says TikTok deal is in the works: Here's where things stand with the company,"12 Mar, 2025, 08.06 AM IST"
The Economic Times,MSFT,OpenAI cofounder Greg Brockman returns to ChatGPT maker,"13 Nov, 2024, 10.41 AM IST"
The Economic Times,MSFT,Satya Nadella unveils Microsoft’s palm-sized ‘God chip’ that is more powerful than all the computers on Earth combined,"20 Feb, 2025, 11.45 AM IST"
The Economic Times,MSFT,Tech sector gathers in Lisbon in shadow of Trump victory,"13 Nov, 2024, 09.05 AM IST"
The Economic Times,MSFT,'Find your bullseye': Melinda Gates reveals how Warren Buffett’s magic advice helped her achieve success,"10 Mar, 2025, 11.01 AM IST"
The Economic Times,MSFT,"Microsoft layoffs: Tech giant's performance-based job cuts begin with no severance pay, healthcare. All details","31 Jan, 2025, 07.18 PM IST"
The Economic Times,MSFT,Web summit kicks off in Lisbon as tech leaders weigh Trump's return,"11 Nov, 2024, 11.20 AM IST"
The Economic Times,MSFT,Appraisals for software engineers: Microsoft and Amazon are using performance reviews to decide who gets sacked,"31 Jan, 2025, 01.48 AM IST"
The Economic Times,MSFT,"How US tech giants supplied Israel with AI models, raising questions about tech's role in warfare","18 Feb, 2025, 07.23 PM IST"
The Economic Times,MSFT,"AWS APJ chief technologist to leave hyperscaler, third leadership change in two years","10 Mar, 2025, 05.43 PM IST"
The Economic Times,MSFT,Microsoft 365 to lose free VPN feature: All you need to know,"03 Feb, 2025, 08.24 PM IST"
The Economic Times,MSFT,H-1B visa: How the US policy shift may not rock the boat for Indian engineers,"08 Mar, 2025, 10.51 AM IST"
The Economic Times,MSFT,How DeepSeek shook America's tech giants in weeks — what others couldn't do in decades,"07 Mar, 2025, 02.36 PM IST"
The Economic Times,MSFT,Microsoft's VP of GenAI research to join OpenAI,"15 Oct, 2024, 08.33 AM IST"
The Economic Times,MSFT,"Who is Doug Burgum, US Interior Secretary","12 Mar, 2025, 03.30 PM IST"
The Economic Times,MSFT,‘Cyber defenders world over facing tremendous operations complexity’,"05 Nov, 2024, 06.00 AM IST"
The Economic Times,MSFT,Market value of Nvidia and TSMC surges in October on strong AI chip demand,"04 Nov, 2024, 06.41 PM IST"
The Economic Times,MSFT,AI giant CoreWeave’s blockbuster IPO filing unveils a shocking detail; one customer drives more than 50% of its $1.9 billion revenue,"05 Mar, 2025, 08.29 PM IST"
The Economic Times,MSFT,US court denies Musk preliminary injunction in his suit against OpenAI,"05 Mar, 2025, 07.59 AM IST"
The Economic Times,MSFT,Why a Memphis community is fighting Elon Musk's supercomputer,"01 Nov, 2024, 08.49 AM IST"
The Economic Times,MSFT,German competition watchdog vows closer eye on Microsoft,"01 Oct, 2024, 02.02 PM IST"
The Economic Times,MSFT,Big Tech's AI splurge worries investors about returns ahead of Amazon results,"31 Oct, 2024, 09.40 PM IST"
The Economic Times,MSFT,Google’s Chrome extension cull hits uBlock Origin amid Manifest V3 rollout,"04 Mar, 2025, 01.24 AM IST"
The Economic Times,MSFT,"Amazon joins Google, Microsoft in cloud weakness, shares slide","08 Feb, 2025, 08.09 AM IST"
The Economic Times,MSFT,"Europe's top AI plays extend slide, Microsoft data centre worries persist","26 Feb, 2025, 08.24 AM IST"
The Economic Times,MSFT,GitHub’s India developers rise 28% to 17 million,"30 Oct, 2024, 04.00 PM IST"
The Economic Times,NVDA,India a decade away from fully autonomous cars: industry experts,"13 Mar, 2025, 08.16 AM IST"
The Economic Times,NVDA,Struggling Intel names industry veteran Lip-Bu Tan as CEO,"13 Mar, 2025, 07.30 AM IST"
The Economic Times,NVDA,"CoreWeave wins $12 billion cloud contract from OpenAI ahead of IPO, sources say","11 Mar, 2025, 01.14 AM IST"
The Economic Times,NVDA,Nvidia takes EU antitrust regulators to court for probing AI startup Run ai bid,"24 Feb, 2025, 11.12 PM IST"
The Economic Times,NVDA,Microsoft withdrew some CoreWeave agreements over delivery issue: Report,"06 Mar, 2025, 01.40 PM IST"
The Economic Times,NVDA,STMicroelectronics to launch data centre photonics chip developed with Amazon,"20 Feb, 2025, 02.34 PM IST"
The Economic Times,NVDA,Nvidia share price in US stock market: What to know before buying or selling AI giant's stocks?,"07 Apr, 2025, 10.08 PM IST"
The Economic Times,NVDA,Nvidia stock plunges amid U.S.-China trade war escalation: Is this just a short-term dip or the start of a bearish trend? What investors should know and how to prepare,"04 Apr, 2025, 05.55 PM IST"
The Economic Times,NVDA,Bidders flag end-of-life GPUs offered under IndiaAI Mission,"18 Feb, 2025, 07.58 AM IST"
The Economic Times,NVDA,Bitcoin set for biggest weekly fall since FTX collapse in 2022,"01 Mar, 2025, 07.47 AM IST"
The Economic Times,NVDA,"Dell forecasts upbeat full-year profit on cost cuts, robust AI server demand","28 Feb, 2025, 08.18 AM IST"
The Economic Times,NVDA,Microsoft will urge Trump to overhaul curbs on AI chip exports: report,"27 Feb, 2025, 05.47 PM IST"
The Economic Times,NVDA,"Nvidia’s AI boom brings riches to partners like Dell, at a cost","26 Feb, 2025, 07.14 PM IST"
The Economic Times,NVDA,"US stock market today: Nvidia, Apple, Tesla, Microsoft, Alphabet share prices soar as 'Magnificent Seven' to add more than $1 trillion in value","10 Apr, 2025, 01.27 AM IST"
The Economic Times,NVDA,Quantum computing stocks rise as Microsoft's new chip heats up debate over technology,"20 Feb, 2025, 07.37 PM IST"
The Economic Times,NVDA,"Microsoft unveils chip, claiming quantum computers are just years away, not decades","19 Feb, 2025, 09.42 PM IST"
The Economic Times,NVDA,Trump to meet with Nvidia CEO on Friday: Report,"31 Jan, 2025, 09.39 PM IST"
The Economic Times,NVDA,"Taiwan electronics firms plan more Texas investments, industry body says","18 Feb, 2025, 08.21 PM IST"
The Economic Times,NVDA,President Trump to meet with Nvidia CEO Jensen Huang at the White House,"01 Feb, 2025, 08.19 AM IST"
The Economic Times,NVDA,AMD shares tumble as CEO forecasts declining data center sales,"05 Feb, 2025, 08.08 AM IST"
The Economic Times,NVDA,"Nvidia has lost $1 trillion in market value since January, is AI losing its mojo? Here’s what’s behind the drop","29 Mar, 2025, 06.55 PM IST"
The Economic Times,NVDA,"Microsoft, Nvidia, the tech giants taking a quieter approach to Trump","09 Feb, 2025, 07.52 AM IST"
The Economic Times,NVDA,"With Donald Trump's help, Intel could hand control of chip plants to TSMC","15 Feb, 2025, 11.43 AM IST"
The Economic Times,NVDA,"Trump and Nvidia CEO discuss DeepSeek, AI chip exports during meeting, source says","01 Feb, 2025, 10.23 PM IST"
The Economic Times,NVDA,Nvidia CEO says MediaTek will be able to sell Nvidia's desktop CPUs,"08 Jan, 2025, 07.34 PM IST"
The Economic Times,NVDA,US looking into whether DeepSeek used restricted AI chips,"31 Jan, 2025, 08.12 AM IST"
The Economic Times,NVDA,Nvidia and other tech stocks stabilise a day after sharp drops,"28 Jan, 2025, 08.44 PM IST"
The Economic Times,NVDA,AI mission GPU tender bidders asked to match L1 prices by February 12,"10 Feb, 2025, 06.00 AM IST"
The Economic Times,NVDA,Explainer-What is DeepSeek and why is it disrupting the AI sector?,"27 Jan, 2025, 10.42 PM IST"
The Economic Times,NVDA,"Nvidia’s Jensen Huang, tech mogul Michael Dell thrown out of elite $100 billion club","02 Apr, 2025, 03.32 PM IST"
The Economic Times,NVDA,Nvidia is silently making game changing moves. What will be impact?,"22 Mar, 2025, 08.27 PM IST"
The Economic Times,NVDA,OpenAI cofounder Sutskever's SSI in talks to be valued at $20 billion: Sources,"07 Feb, 2025, 10.14 PM IST"
The Economic Times,NVDA,Nvidia CEO says not attending Trump's inauguration,"17 Jan, 2025, 05.17 PM IST"
The Economic Times,NVDA,"AI chip firm Cerebras partners with France's Mistral, claims speed record","07 Feb, 2025, 08.05 AM IST"
The Economic Times,NVDA,Google says commercial quantum computing applications arriving within five years,"05 Feb, 2025, 11.36 PM IST"
The Economic Times,NVDA,What is the secret behind Jensen Huang's black leather jackets? Here's how much they cost and who is his inspiration ?,"25 Mar, 2025, 08.38 PM IST"
The Economic Times,NVDA,Humanoid robots to roam around in five years - Nvidia CEO Jensen Huang signals AI revolution,"19 Mar, 2025, 06.56 PM IST"
The Economic Times,NVDA,"India may get own GPU in 3-5 years, 18,000 AI servers to be rolled out soon: Ashwini Vaishnaw","04 Feb, 2025, 09.06 PM IST"
The Economic Times,NVDA,Nvidia poised to shake up AI again with new chip unveiling at GTC by Jensen Huang; here’s what to expect from the tech giant’s game-changing innovations,"17 Mar, 2025, 11.12 PM IST"
The Economic Times,NVDA,Nvidia coming up with latest AI chip? Here's what to expect from CEO Jensen Huang,"18 Mar, 2025, 07.54 PM IST"
The Economic Times,NVDA,‘India AI mission GPU hourly pricing aggressively low’,"01 Feb, 2025, 11.30 AM IST"
The Economic Times,NVDA,Nvidia showcases new tech at AI 'Super Bowl',"19 Mar, 2025, 07.52 AM IST"
The Economic Times,NVDA,China's H3C warns of Nvidia AI chip shortage amid surging demand,"27 Mar, 2025, 03.53 PM IST"
The Economic Times,NVDA,"Nvidia GTC: Stock over 2% down amid General Motors partnership, new AI chip announcements","19 Mar, 2025, 01.07 AM IST"
The Economic Times,NVDA,"Samsung operating profit hit by R&D spending, fight to meet chip demand","31 Jan, 2025, 10.34 AM IST"
The Economic Times,NVDA,Chinese state-linked accounts hyped DeepSeek AI launch ahead of US stock rout: report,"31 Jan, 2025, 09.19 AM IST"
The Economic Times,NVDA,Chipmaker Intel beats revenue expectations amidst Q4 loss,"31 Jan, 2025, 08.16 AM IST"
The Economic Times,NVDA,‘Budget champ India can pull another DeepSeek on global AI': Vishal Sikka,"31 Jan, 2025, 09.06 AM IST"
The Economic Times,NVDA,French privacy watchdog to quiz DeepSeek on AI and data protection risks,"30 Jan, 2025, 11.26 PM IST"
The Economic Times,NVDA,Trump administration backs off Nvidia's H20 chip crackdown after Mar-a-Lago dinner: Report,"10 Apr, 2025, 12.16 AM IST"
The Economic Times,NVDA,"Nasdaq jumps over 10% after Trump's tariff pause; Tesla spikes 18%, Nvidia 16%","10 Apr, 2025, 12.24 AM IST"
The Economic Times,NVDA,"Donald Trump claims top Silicon Valley tech titans back him on tariffs despite market crash: 'We don’t blame you,' they reportedly told him","09 Apr, 2025, 11.57 PM IST"
The Economic Times,NVDA,US versus China is a clash of geoeconomic hegemons — only these two economies can effectively cajole or coerce other nations: Jesse Schreger,"09 Apr, 2025, 10.15 PM IST"
The Economic Times,NVDA,Google launches new Ironwood chip to speed AI applications,"09 Apr, 2025, 06.48 PM IST"
The Economic Times,NVDA,"Google Cloud Next 2025: AI takes center stage with Agentic, Gemini, hypercomputer, and More","09 Apr, 2025, 07.28 PM IST"
The Economic Times,NVDA,"LIVE | CES 2025: NVIDIA’s 'World Foundation Model' aims at making images, text into tasks for robots","07 Jan, 2025, 12.13 PM IST"
The Economic Times,NVDA,"Nvidia GTC 2025: Date, venue, place, and how to watch keynote speech of CEO Jensen Huang; will there be big bang announcements?","13 Mar, 2025, 02.35 AM IST"
The Economic Times,NVDA,"First Ghibli, now our beloved cartoon. Tom and Jerry just got an AI makeover, and the internet can’t handle it","09 Apr, 2025, 11.26 AM IST"
The Economic Times,NVDA,DeepSeek freaks out MAGArika,"29 Jan, 2025, 07.55 AM IST"
The Economic Times,NVDA,"U.S. stock market today: Market rallies - Dow jumps 1,400 pts, Nasdaq up 3.6%, S&P 500 gains 3.4%; Apple, Tesla, Nvidia lead tech rally on easing trade fears and bullish sentiment — Is this the start of a sustained market comeback?","08 Apr, 2025, 08.41 PM IST"
The Economic Times,NVDA,"Tech stocks Tesla, Nvidia lead Wall Street's rebound with a rally of up to 8%","08 Apr, 2025, 08.00 PM IST"
The Economic Times,NVDA,Trading Day: Trump's tariff wrecking ball still swinging,"08 Apr, 2025, 07.44 AM IST"
The Economic Times,NVDA,Wall Street tumbles on tariff worries; Nvidia and Tesla drop,"27 Mar, 2025, 07.14 AM IST"
The Economic Times,NVDA,"Engineering software startup Rescale raises $115 million from Applied Materials, Nvidia","07 Apr, 2025, 08.15 PM IST"
